Länskod;Länsnamn;Kommunkod ;Kommunnamn;Beteckning på tätort;x-koordinat;y-koordinat;x;y;;;;;;
04;Södermanland;0484;Eskilstuna;Skiftinge;587 680;6 584 930;587680;6584930;;;;;;
04;Södermanland;0484;Eskilstuna;Sundbyholm;591 352;6 589 970;591352;6589970;;;;;;
04;Södermanland;0484;Eskilstuna;Torshälla;582 604;6 589 253;582604;6589253;;;;;;
04;Södermanland;0484;Eskilstuna;Tumbo;576 002;6 588 052;576002;6588052;;;;;;
04;Södermanland;0484;Eskilstuna;Udden;580 762;6 588 965;580762;6588965;;;;;;
04;Södermanland;0484;Eskilstuna;Ärla;595 484;6 572 952;595484;6572952;;;;;;
04;Södermanland;0484;Eskilstuna;Gredbylund och Odlaren*;588 879;6 580 804;588879;6580804;;;;;;
04;Södermanland;0484;Eskilstuna;Eskilstuna;584 110;6 580 835;584110;6580835;;;;;;
04;Södermanland;0486;Strängnäs;Abborrberget;615 944;6 585 059;615944;6585059;;;;;;
04;Södermanland;0486;Strängnäs;Sanda;612 596;6 588 745;612596;6588745;;;;;;
04;Södermanland;0486;Strängnäs;Härad;607 696;6 582 143;607696;6582143;;;;;;
04;Södermanland;0486;Strängnäs;Kalkudden;630 053;6 572 008;630053;6572008;;;;;;
04;Södermanland;0486;Strängnäs;Marielund;624 239;6 569 875;624239;6569875;;;;;;
04;Södermanland;0486;Strängnäs;Mariefred;626 572;6 571 605;626572;6571605;;;;;;
04;Södermanland;0486;Strängnäs;Merlänna;613 131;6 573 340;613131;6573340;;;;;;
04;Södermanland;0486;Strängnäs;Stallarholmen;624 972;6 582 456;624972;6582456;;;;;;
04;Södermanland;0486;Strängnäs;Husby och Tuna;627 586;6 583 327;627586;6583327;;;;;;
04;Södermanland;0486;Strängnäs;Åkers styckebruk;620 218;6 571 055;620218;6571055;;;;;;
04;Södermanland;0486;Strängnäs;Strängnäs;615 604;6 581 844;615604;6581844;;;;;;
04;Södermanland;0488;Trosa;Vagnhärad;642 958;6 536 665;642958;6536665;;;;;;
04;Södermanland;0488;Trosa;Sund;638 580;6 538 241;638580;6538241;;;;;;
04;Södermanland;0488;Trosa;Västerljung;641 181;6 533 876;641181;6533876;;;;;;
04;Södermanland;0488;Trosa;Åda;647 160;6 534 915;647160;6534915;;;;;;
04;Södermanland;0488;Trosa;Lagnöviken;647 096;6 527 828;647096;6527828;;;;;;
04;Södermanland;0488;Trosa;Stensund;649 667;6 531 365;649667;6531365;;;;;;
04;Södermanland;0488;Trosa;Trosa;647 245;6 531 411;647245;6531411;;;;;;
05;Östergötland;0509;Ödeshög;Hästholmen;478 884;6 459 896;478884;6459896;;;;;;
05;Östergötland;0509;Ödeshög;Ödeshög;479 806;6 454 411;479806;6454411;;;;;;
05;Östergötland;0512;Ydre;Hestra;504 312;6 423 660;504312;6423660;;;;;;
05;Östergötland;0512;Ydre;Rydsnäs;508 893;6 406 310;508893;6406310;;;;;;
05;Östergötland;0512;Ydre;Österbymo;516 714;6 409 396;516714;6409396;;;;;;
05;Östergötland;0513;Kinda;Horn;549 888;6 417 882;549888;6417882;;;;;;
05;Östergötland;0513;Kinda;Rimforsa;540 273;6 444 367;540273;6444367;;;;;;
05;Östergötland;0513;Kinda;Kisa;537 352;6 427 287;537352;6427287;;;;;;
05;Östergötland;0560;Boxholm;Strålsnäs;505 102;6 454 804;505102;6454804;;;;;;
05;Östergötland;0560;Boxholm;Boxholm;502 733;6 450 215;502733;6450215;;;;;;
05;Östergötland;0561;Åtvidaberg;Berg;559 774;6 453 358;559774;6453358;;;;;;
05;Östergötland;0561;Åtvidaberg;Björsäter;559 812;6 466 464;559812;6466464;;;;;;
05;Östergötland;0561;Åtvidaberg;Falerum;570 761;6 445 486;570761;6445486;;;;;;
05;Östergötland;0561;Åtvidaberg;Grebo;551 057;6 462 758;551057;6462758;;;;;;
05;Östergötland;0561;Åtvidaberg;Åtvidaberg;558 512;6 451 335;558512;6451335;;;;;;
05;Östergötland;0562;Finspång;Borggård;532 165;6 510 071;532165;6510071;;;;;;
05;Östergötland;0562;Finspång;Falla;543 452;6 505 124;543452;6505124;;;;;;
05;Östergötland;0562;Finspång;Grytgöl;532 101;6 517 930;532101;6517930;;;;;;
05;Östergötland;0562;Finspång;Hällestad;533 495;6 510 558;533495;6510558;;;;;;
05;Östergötland;0562;Finspång;Igelfors;540 173;6 523 154;540173;6523154;;;;;;
05;Östergötland;0562;Finspång;Ljusfallshammar;528 592;6 516 251;528592;6516251;;;;;;
05;Östergötland;0562;Finspång;Lotorp;547 641;6 511 025;547641;6511025;;;;;;
05;Östergötland;0562;Finspång;Butbro;548 848;6 508 447;548848;6508447;;;;;;
05;Östergötland;0562;Finspång;Rejmyre;553 659;6 521 582;553659;6521582;;;;;;
05;Östergötland;0562;Finspång;Sonstorp;536 802;6 509 161;536802;6509161;;;;;;
05;Östergötland;0562;Finspång;Finspång;544 186;6 507 464;544186;6507464;;;;;;
05;Östergötland;0563;Valdemarsvik;Gryt;607 283;6 451 465;607283;6451465;;;;;;
05;Östergötland;0563;Valdemarsvik;Gusum;588 068;6 459 571;588068;6459571;;;;;;
05;Östergötland;0563;Valdemarsvik;Ringarum;584 658;6 466 889;584658;6466889;;;;;;
05;Östergötland;0563;Valdemarsvik;Valdemarsvik;593 441;6 452 747;593441;6452747;;;;;;
05;Östergötland;0580;Linköping;Askeby;549 709;6 474 411;549709;6474411;;;;;;
05;Östergötland;0580;Linköping;Bankekind;548 320;6 470 873;548320;6470873;;;;;;
05;Östergötland;0580;Linköping;Bergs slussar;530 714;6 483 087;530714;6483087;;;;;;
05;Östergötland;0580;Linköping;Bestorp;542 887;6 454 997;542887;6454997;;;;;;
05;Östergötland;0580;Linköping;Brokind;539 914;6 453 030;539914;6453030;;;;;;
05;Östergötland;0580;Linköping;Ekängen;537 362;6 481 178;537362;6481178;;;;;;
05;Östergötland;0580;Linköping;Gistad;551 607;6 481 185;551607;6481185;;;;;;
05;Östergötland;0580;Linköping;Kränge;527 218;6 478 115;527218;6478115;;;;;;
05;Östergötland;0580;Linköping;Linghem;546 088;6 476 933;546088;6476933;;;;;;
05;Östergötland;0580;Linköping;Ljungsbro;529 421;6 485 229;529421;6485229;;;;;;
05;Östergötland;0580;Linköping;Malmslätt;529 857;6 475 183;529857;6475183;;;;;;
05;Östergötland;0580;Linköping;Nykil;526 222;6 460 763;526222;6460763;;;;;;
05;Östergötland;0580;Linköping;Rappestad;524 570;6 473 550;524570;6473550;;;;;;
05;Östergötland;0580;Linköping;Sjögestad;521 635;6 469 350;521635;6469350;;;;;;
05;Östergötland;0580;Linköping;Skeda udde;532 863;6 461 180;532863;6461180;;;;;;
05;Östergötland;0580;Linköping;Slaka;532 908;6 469 440;532908;6469440;;;;;;
05;Östergötland;0580;Linköping;Sturefors;542 312;6 466 279;542312;6466279;;;;;;
05;Östergötland;0580;Linköping;Tallboda;539 855;6 476 165;539855;6476165;;;;;;
05;Östergötland;0580;Linköping;Vikingstad;525 324;6 471 429;525324;6471429;;;;;;
05;Östergötland;0580;Linköping;Västerlösa;520 159;6 475 538;520159;6475538;;;;;;
05;Östergötland;0580;Linköping;Maspelösa;524 633;6 483 343;524633;6483343;;;;;;
05;Östergötland;0580;Linköping;Linköping;536 612;6 473 261;536612;6473261;;;;;;
05;Östergötland;0581;Norrköping;Eksund;563 036;6 494 968;563036;6494968;;;;;;
05;Östergötland;0581;Norrköping;Djurön;578 230;6 499 316;578230;6499316;;;;;;
05;Östergötland;0581;Norrköping;Graversfors;566 574;6 506 267;566574;6506267;;;;;;
05;Östergötland;0581;Norrköping;Herstadberg;568 401;6 499 087;568401;6499087;;;;;;
05;Östergötland;0581;Norrköping;Kimstad;556 222;6 489 914;556222;6489914;;;;;;
05;Östergötland;0581;Norrköping;Krokek;579 459;6 504 902;579459;6504902;;;;;;
05;Östergötland;0581;Norrköping;Lindö;572 960;6 496 882;572960;6496882;;;;;;
05;Östergötland;0581;Norrköping;Ljunga;575 917;6 493 922;575917;6493922;;;;;;
05;Östergötland;0581;Norrköping;Marby och Marbystrand;575 085;6 496 564;575085;6496564;;;;;;
05;Östergötland;0581;Norrköping;Norsholm;556 713;6 485 410;556713;6485410;;;;;;
05;Östergötland;0581;Norrköping;Simonstorp;566 734;6 516 627;566734;6516627;;;;;;
05;Östergötland;0581;Norrköping;Skärblacka;551 614;6 494 065;551614;6494065;;;;;;
05;Östergötland;0581;Norrköping;Svärtinge;558 465;6 502 335;558465;6502335;;;;;;
05;Östergötland;0581;Norrköping;Vånga;547 358;6 493 719;547358;6493719;;;;;;
05;Östergötland;0581;Norrköping;Åby;567 782;6 503 571;567782;6503571;;;;;;
05;Östergötland;0581;Norrköping;Öbonäs;569 108;6 489 859;569108;6489859;;;;;;
05;Östergötland;0581;Norrköping;Östra Husby;590 629;6 493 727;590629;6493727;;;;;;
05;Östergötland;0581;Norrköping;Lundby och Malm;575 535;6 491 167;575535;6491167;;;;;;
05;Östergötland;0581;Norrköping;Kartlandet och Ringstadmo;563 173;6 500 816;563173;6500816;;;;;;
05;Östergötland;0581;Norrköping;Sidus*;577 749;6 497 642;577749;6497642;;;;;;
05;Östergötland;0581;Norrköping;Norrköping;568 886;6 494 377;568886;6494377;;;;;;
05;Östergötland;0582;Söderköping;Luddingsbo;565 353;6 486 169;565353;6486169;;;;;;
05;Östergötland;0582;Söderköping;Snöveltorp;567 442;6 485 309;567442;6485309;;;;;;
05;Östergötland;0582;Söderköping;Mogata;584 663;6 479 974;584663;6479974;;;;;;
05;Östergötland;0582;Söderköping;Västra Husby;568 486;6 483 284;568486;6483284;;;;;;
05;Östergötland;0582;Söderköping;Östra Ryd;568 070;6 474 088;568070;6474088;;;;;;
05;Östergötland;0582;Söderköping;Söderköping;577 652;6 482 643;577652;6482643;;;;;;
05;Östergötland;0583;Motala;Borensberg;515 402;6 491 020;515402;6491020;;;;;;
05;Östergötland;0583;Motala;Fornåsa;513 530;6 481 864;513530;6481864;;;;;;
05;Östergötland;0583;Motala;Fågelsta;502 612;6 479 374;502612;6479374;;;;;;
05;Östergötland;0583;Motala;Klockrike;519 678;6 484 086;519678;6484086;;;;;;
05;Östergötland;0583;Motala;Nykyrka;498 474;6 498 205;498474;6498205;;;;;;
05;Östergötland;0583;Motala;Tjällmo;520 151;6 508 638;520151;6508638;;;;;;
05;Östergötland;0583;Motala;Österstad;510 452;6 486 956;510452;6486956;;;;;;
05;Östergötland;0583;Motala;Södra Freberga;501 330;6 485 965;501330;6485965;;;;;;
05;Östergötland;0583;Motala;Motala;501 944;6 489 480;501944;6489480;;;;;;
05;Östergötland;0584;Vadstena;Vadstena;493 831;6 478 380;493831;6478380;;;;;;
05;Östergötland;0586;Mjölby;Hogstad;501 541;6 465 737;501541;6465737;;;;;;
05;Östergötland;0586;Mjölby;Mantorp;516 498;6 468 406;516498;6468406;;;;;;
05;Östergötland;0586;Mjölby;Skänninge;505 051;6 472 187;505051;6472187;;;;;;
05;Östergötland;0586;Mjölby;Spångsholm;513 859;6 467 791;513859;6467791;;;;;;
05;Östergötland;0586;Mjölby;Sya;513 181;6 466 122;513181;6466122;;;;;;
05;Östergötland;0586;Mjölby;Väderstad;495 818;6 463 544;495818;6463544;;;;;;
05;Östergötland;0586;Mjölby;Mjölby;506 786;6 465 640;506786;6465640;;;;;;
06;Jönköping;0604;Aneby;Frinnaryd;489 417;6 421 430;489417;6421430;;;;;;
06;Jönköping;0604;Aneby;Sundhultsbrunn;494 891;6 420 880;494891;6420880;;;;;;
06;Jönköping;0604;Aneby;Aneby;488 629;6 411 095;488629;6411095;;;;;;
06;Jönköping;0617;Gnosjö;Hillerstorp;432 714;6 352 925;432714;6352925;;;;;;
06;Jönköping;0617;Gnosjö;Kulltorp;427 088;6 347 470;427088;6347470;;;;;;
06;Jönköping;0617;Gnosjö;Nissafors;418 035;6 363 695;418035;6363695;;;;;;
06;Jönköping;0617;Gnosjö;Törestorp;430 694;6 351 338;430694;6351338;;;;;;
06;Jönköping;0617;Gnosjö;Gnosjö;424 157;6 357 333;424157;6357333;;;;;;
06;Jönköping;0642;Mullsjö;Sandhem;427 171;6 427 800;427171;6427800;;;;;;
06;Jönköping;0642;Mullsjö;Mullsjö;433 473;6 419 805;433473;6419805;;;;;;
06;Jönköping;0643;Habo;Rödån;451 856;6 434 574;451856;6434574;;;;;;
06;Jönköping;0643;Habo;Fagerhult;448 201;6 429 179;448201;6429179;;;;;;
06;Jönköping;0643;Habo;Furusjö;438 412;6 421 198;438412;6421198;;;;;;
06;Jönköping;0643;Habo;Habo;445 799;6 418 413;445799;6418413;;;;;;
06;Jönköping;0662;Gislaved;Anderstorp;417 229;6 349 471;417229;6349471;;;;;;
06;Jönköping;0662;Gislaved;Broaryd;393 738;6 332 361;393738;6332361;;;;;;
06;Jönköping;0662;Gislaved;Burseryd;396 549;6 341 217;396549;6341217;;;;;;
06;Jönköping;0662;Gislaved;Hestra;415 510;6 367 895;415510;6367895;;;;;;
06;Jönköping;0662;Gislaved;Reftele;415 031;6 337 677;415031;6337677;;;;;;
06;Jönköping;0662;Gislaved;Skeppshult;401 711;6 332 347;401711;6332347;;;;;;
06;Jönköping;0662;Gislaved;Smålandsstenar;403 597;6 336 198;403597;6336198;;;;;;
06;Jönköping;0662;Gislaved;Gislaved;412 448;6 352 021;412448;6352021;;;;;;
06;Jönköping;0665;Vaggeryd;Bondstorp;435 557;6 383 513;435557;6383513;;;;;;
06;Jönköping;0665;Vaggeryd;Hok;456 695;6 374 911;456695;6374911;;;;;;
06;Jönköping;0665;Vaggeryd;Klevshult;445 675;6 357 119;445675;6357119;;;;;;
06;Jönköping;0665;Vaggeryd;Skillingaryd;445 201;6 366 894;445201;6366894;;;;;;
06;Jönköping;0665;Vaggeryd;Vaggeryd;448 200;6 373 051;448200;6373051;;;;;;
06;Jönköping;0680;Jönköping;Bankeryd;447 544;6 412 346;447544;6412346;;;;;;
06;Jönköping;0680;Jönköping;Bottnaryd;430 206;6 403 826;430206;6403826;;;;;;
06;Jönköping;0680;Jönköping;Ölmstad;464 857;6 420 481;464857;6420481;;;;;;
06;Jönköping;0680;Jönköping;Bosgård, Rudu och Gissebo;456 751;6 411 512;456751;6411512;;;;;;
06;Jönköping;0680;Jönköping;Gränna;468 602;6 431 176;468602;6431176;;;;;;
06;Jönköping;0680;Jönköping;Kaxholmen;458 781;6 412 508;458781;6412508;;;;;;
06;Jönköping;0680;Jönköping;Kortebo;449 156;6 408 611;449156;6408611;;;;;;
06;Jönköping;0680;Jönköping;Lekeryd;465 198;6 403 520;465198;6403520;;;;;;
06;Jönköping;0680;Jönköping;Barnarp och Odensjö;450 869;6 396 441;450869;6396441;;;;;;
06;Jönköping;0680;Jönköping;Ryd;432 654;6 398 807;432654;6398807;;;;;;
06;Jönköping;0680;Jönköping;Skärstad;462 367;6 416 591;462367;6416591;;;;;;
06;Jönköping;0680;Jönköping;Taberg;445 134;6 392 436;445134;6392436;;;;;;
06;Jönköping;0680;Jönköping;Tenhult;459 765;6 396 334;459765;6396334;;;;;;
06;Jönköping;0680;Jönköping;Tunnerstad;460 476;6 434 573;460476;6434573;;;;;;
06;Jönköping;0680;Jönköping;Öggestorp;463 253;6 398 023;463253;6398023;;;;;;
06;Jönköping;0680;Jönköping;Örserum;474 926;6 429 411;474926;6429411;;;;;;
06;Jönköping;0680;Jönköping;Tovrida udde*;463 510;6 400 970;463510;6400970;;;;;;
06;Jönköping;0680;Jönköping;Hulukvarn, Ulvstorp, Västersjön och Hedenstorp;445 620;6 402 776;445620;6402776;;;;;;
06;Jönköping;0680;Jönköping;Jönköping;448 379;6 400 661;448379;6400661;;;;;;
06;Jönköping;0682;Nässjö;Anneberg;488 277;6 397 832;488277;6397832;;;;;;
06;Jönköping;0682;Nässjö;Bodafors;482 157;6 373 792;482157;6373792;;;;;;
06;Jönköping;0682;Nässjö;Flisby;488 075;6 404 345;488075;6404345;;;;;;
06;Jönköping;0682;Nässjö;Forserum;468 444;6 395 679;468444;6395679;;;;;;
06;Jönköping;0682;Nässjö;Fredriksdal;475 926;6 385 982;475926;6385982;;;;;;
06;Jönköping;0682;Nässjö;Grimstorp;481 901;6 379 544;481901;6379544;;;;;;
06;Jönköping;0682;Nässjö;Malmbäck;467 687;6 381 425;467687;6381425;;;;;;
06;Jönköping;0682;Nässjö;Ormaryd;489 443;6 391 524;489443;6391524;;;;;;
06;Jönköping;0682;Nässjö;Solberga;484 871;6 398 993;484871;6398993;;;;;;
06;Jönköping;0682;Nässjö;Stensjön;489 554;6 382 117;489554;6382117;;;;;;
06;Jönköping;0682;Nässjö;Äng;474 128;6 394 724;474128;6394724;;;;;;
06;Jönköping;0682;Nässjö;Nässjö;482 384;6 390 297;482384;6390297;;;;;;
06;Jönköping;0683;Värnamo;Bor;449 599;6 330 412;449599;6330412;;;;;;
06;Jönköping;0683;Värnamo;Bredaryd;423 660;6 337 403;423660;6337403;;;;;;
06;Jönköping;0683;Värnamo;Forsheda;429 362;6 336 006;429362;6336006;;;;;;
06;Jönköping;0683;Värnamo;Horda;454 977;6 321 810;454977;6321810;;;;;;
06;Jönköping;0683;Värnamo;Hånger;437 815;6 326 273;437815;6326273;;;;;;
06;Jönköping;0683;Värnamo;Kärda;434 961;6 336 799;434961;6336799;;;;;;
06;Jönköping;0683;Värnamo;Lanna;426 467;6 343 067;426467;6343067;;;;;;
06;Jönköping;0683;Värnamo;Rydaholm;456 679;6 315 740;456679;6315740;;;;;;
06;Jönköping;0683;Värnamo;Åminne;439 991;6 331 805;439991;6331805;;;;;;
06;Jönköping;0683;Värnamo;Ekenhaga;440 137;6 339 593;440137;6339593;;;;;;
06;Jönköping;0683;Värnamo;Värnamo;441 673;6 339 006;441673;6339006;;;;;;
06;Jönköping;0684;Sävsjö;Rörvik;474 520;6 343 929;474520;6343929;;;;;;
06;Jönköping;0684;Sävsjö;Stockaryd;475 472;6 352 872;475472;6352872;;;;;;
06;Jönköping;0684;Sävsjö;Vrigstad;468 333;6 356 817;468333;6356817;;;;;;
06;Jönköping;0684;Sävsjö;Sävsjö;479 807;6 361 381;479807;6361381;;;;;;
06;Jönköping;0685;Vetlanda;Björköby;494 307;6 374 668;494307;6374668;;;;;;
06;Jönköping;0685;Vetlanda;Ekenässjön;501 227;6 371 256;501227;6371256;;;;;;
06;Jönköping;0685;Vetlanda;Holsbybrunn;512 073;6 365 528;512073;6365528;;;;;;
06;Jönköping;0685;Vetlanda;Kvillsfors;530 336;6 362 605;530336;6362605;;;;;;
06;Jönköping;0685;Vetlanda;Landsbro;494 317;6 358 446;494317;6358446;;;;;;
06;Jönköping;0685;Vetlanda;Myresjö;497 870;6 360 314;497870;6360314;;;;;;
06;Jönköping;0685;Vetlanda;Pauliström;530 412;6 369 680;530412;6369680;;;;;;
06;Jönköping;0685;Vetlanda;Sjunnen;510 416;6 366 116;510416;6366116;;;;;;
06;Jönköping;0685;Vetlanda;Skede;510 637;6 369 688;510637;6369688;;;;;;
06;Jönköping;0685;Vetlanda;Korsberga;507 577;6 351 158;507577;6351158;;;;;;
06;Jönköping;0685;Vetlanda;Vetlanda;504 828;6 364 340;504828;6364340;;;;;;
06;Jönköping;0686;Eksjö;Bruzaholm;516 529;6 388 814;516529;6388814;;;;;;
06;Jönköping;0686;Eksjö;Hjältevad;520 542;6 387 396;520542;6387396;;;;;;
06;Jönköping;0686;Eksjö;Hult;507 986;6 389 037;507986;6389037;;;;;;
06;Jönköping;0686;Eksjö;Ingatorp;524 671;6 388 498;524671;6388498;;;;;;
06;Jönköping;0686;Eksjö;Mariannelund;534 180;6 385 709;534180;6385709;;;;;;
06;Jönköping;0686;Eksjö;Eksjö;498 119;6 390 914;498119;6390914;;;;;;
06;Jönköping;0687;Tranås;Gripenberg;491 434;6 427 841;491434;6427841;;;;;;
06;Jönköping;0687;Tranås;Hätte, Seglarvik och Sandvik;502 460;6 432 027;502460;6432027;;;;;;
06;Jönköping;0687;Tranås;Sommen;497 922;6 443 729;497922;6443729;;;;;;
06;Jönköping;0687;Tranås;Norraby;500 325;6 435 201;500325;6435201;;;;;;
06;Jönköping;0687;Tranås;Tranås;498 717;6 432 195;498717;6432195;;;;;;
07;Kronoberg;0760;Uppvidinge;Alstermo;539 956;6 314 553;539956;6314553;;;;;;
07;Kronoberg;0760;Uppvidinge;Lenhovda;517 761;6 316 603;517761;6316603;;;;;;
07;Kronoberg;0760;Uppvidinge;Norrhult-Klavreström;509 262;6 331 572;509262;6331572;;;;;;
07;Kronoberg;0760;Uppvidinge;Älghult;534 919;6 318 790;534919;6318790;;;;;;
07;Kronoberg;0760;Uppvidinge;Åseda;521 073;6 335 977;521073;6335977;;;;;;
07;Kronoberg;0761;Lessebo;Hovmantorp;508 466;6 293 362;508466;6293362;;;;;;
07;Kronoberg;0761;Lessebo;Kosta;524 176;6 300 013;524176;6300013;;;;;;
07;Kronoberg;0761;Lessebo;Skruv;522 514;6 281 517;522514;6281517;;;;;;
07;Kronoberg;0761;Lessebo;Lessebo;516 463;6 289 901;516463;6289901;;;;;;
07;Kronoberg;0763;Tingsryd;Konga;507 426;6 261 260;507426;6261260;;;;;;
07;Kronoberg;0763;Tingsryd;Linneryd;507 914;6 279 521;507914;6279521;;;;;;
07;Kronoberg;0763;Tingsryd;Ryd;480 984;6 257 508;480984;6257508;;;;;;
07;Kronoberg;0763;Tingsryd;Rävemåla;516 350;6 268 298;516350;6268298;;;;;;
07;Kronoberg;0763;Tingsryd;Urshult;486 780;6 265 639;486780;6265639;;;;;;
07;Kronoberg;0763;Tingsryd;Väckelsång;494 920;6 277 652;494920;6277652;;;;;;
07;Kronoberg;0763;Tingsryd;Tingsryd;498 297;6 264 750;498297;6264750;;;;;;
07;Kronoberg;0764;Alvesta;Grimslöv;471 939;6 288 262;471939;6288262;;;;;;
07;Kronoberg;0764;Alvesta;Hjortsberga;466 673;6 307 974;466673;6307974;;;;;;
07;Kronoberg;0764;Alvesta;Moheda;474 065;6 318 057;474065;6318057;;;;;;
07;Kronoberg;0764;Alvesta;Torpsbruk;474 114;6 321 080;474114;6321080;;;;;;
07;Kronoberg;0764;Alvesta;Vislanda;466 267;6 293 780;466267;6293780;;;;;;
07;Kronoberg;0764;Alvesta;Alvesta;472 748;6 306 476;472748;6306476;;;;;;
07;Kronoberg;0765;Älmhult;Delary;435 430;6 267 806;435430;6267806;;;;;;
07;Kronoberg;0765;Älmhult;Diö;452 908;6 278 285;452908;6278285;;;;;;
07;Kronoberg;0765;Älmhult;Eneryda;459 412;6 284 648;459412;6284648;;;;;;
07;Kronoberg;0765;Älmhult;Liatorp;455 393;6 280 297;455393;6280297;;;;;;
07;Kronoberg;0765;Älmhult;Älmhult;446 945;6 268 435;446945;6268435;;;;;;
07;Kronoberg;0767;Markaryd;Strömsnäsbruk;422 082;6 267 982;422082;6267982;;;;;;
07;Kronoberg;0767;Markaryd;Traryd;422 837;6 271 006;422837;6271006;;;;;;
07;Kronoberg;0767;Markaryd;Markaryd;413 203;6 258 574;413203;6258574;;;;;;
07;Kronoberg;0780;Växjö;Braås;503 109;6 324 386;503109;6324386;;;;;;
07;Kronoberg;0780;Växjö;Furuby;502 182;6 301 041;502182;6301041;;;;;;
07;Kronoberg;0780;Växjö;Gemla;478 727;6 303 173;478727;6303173;;;;;;
07;Kronoberg;0780;Växjö;Ingelstad;495 083;6 288 560;495083;6288560;;;;;;
07;Kronoberg;0780;Växjö;Lammhult;474 632;6 336 204;474632;6336204;;;;;;
07;Kronoberg;0780;Växjö;Nöbbele;501 289;6 283 017;501289;6283017;;;;;;
07;Kronoberg;0780;Växjö;Rottne;493 602;6 319 838;493602;6319838;;;;;;
07;Kronoberg;0780;Växjö;Tävelsås;489 214;6 291 635;489214;6291635;;;;;;
07;Kronoberg;0780;Växjö;Åby;486 411;6 320 002;486411;6320002;;;;;;
07;Kronoberg;0780;Växjö;Åryd;498 762;6 298 266;498762;6298266;;;;;;
07;Kronoberg;0780;Växjö;Öja;476 905;6 301 207;476905;6301207;;;;;;
07;Kronoberg;0780;Växjö;Växjö;487 307;6 304 858;487307;6304858;;;;;;
07;Kronoberg;0781;Ljungby;Agunnaryd;447 723;6 289 458;447723;6289458;;;;;;
07;Kronoberg;0781;Ljungby;Angelstad;424 324;6 298 890;424324;6298890;;;;;;
07;Kronoberg;0781;Ljungby;Kånna;433 099;6 293 605;433099;6293605;;;;;;
07;Kronoberg;0781;Ljungby;Lagan;438 751;6 308 415;438751;6308415;;;;;;
07;Kronoberg;0781;Ljungby;Lidhult;404 585;6 299 350;404585;6299350;;;;;;
07;Kronoberg;0781;Ljungby;Ryssby;448 860;6 301 650;448860;6301650;;;;;;
07;Kronoberg;0781;Ljungby;Vittaryd;435 546;6 314 610;435546;6314610;;;;;;
07;Kronoberg;0781;Ljungby;Ljungby;435 312;6 298 997;435312;6298997;;;;;;
08;Kalmar;0821;Högsby;Berga;561 797;6 341 789;561797;6341789;;;;;;
08;Kalmar;0821;Högsby;Fågelfors;551 138;6 340 664;551138;6340664;;;;;;
08;Kalmar;0821;Högsby;Ruda;567 518;6 330 182;567518;6330182;;;;;;
08;Kalmar;0821;Högsby;Högsby;561 859;6 336 747;561859;6336747;;;;;;
08;Kalmar;0834;Torsås;Bergkvara;566 520;6 250 122;566520;6250122;;;;;;
08;Kalmar;0834;Torsås;Söderåkra;565 154;6 256 350;565154;6256350;;;;;;
08;Kalmar;0834;Torsås;Torsås;561 844;6 252 021;561844;6252021;;;;;;
08;Kalmar;0840;Mörbylånga;Algutsrum;593 173;6 283 343;593173;6283343;;;;;;
08;Kalmar;0840;Mörbylånga;Degerhamn;587 532;6 246 596;587532;6246596;;;;;;
08;Kalmar;0840;Mörbylånga;Färjestaden;591 101;6 279 115;591101;6279115;;;;;;
08;Kalmar;0840;Mörbylånga;Glömminge och Strandskogen;591 962;6 285 258;591962;6285258;;;;;;
08;Kalmar;0840;Mörbylånga;Gårdby;600 754;6 274 256;600754;6274256;;;;;;
08;Kalmar;0840;Mörbylånga;Kastlösa;588 098;6 257 305;588098;6257305;;;;;;
08;Kalmar;0840;Mörbylånga;Skogsby;593 373;6 277 863;593373;6277863;;;;;;
08;Kalmar;0840;Mörbylånga;Vickleby;590 016;6 272 950;590016;6272950;;;;;;
08;Kalmar;0840;Mörbylånga;Stora Frö och Haga park;586 754;6 270 931;586754;6270931;;;;;;
08;Kalmar;0840;Mörbylånga;Mörbylånga;585 336;6 264 713;585336;6264713;;;;;;
08;Kalmar;0860;Hultsfred;Järnforsen;537 429;6 363 091;537429;6363091;;;;;;
08;Kalmar;0860;Hultsfred;Målilla;545 490;6 360 083;545490;6360083;;;;;;
08;Kalmar;0860;Hultsfred;Mörlunda;552 265;6 353 390;552265;6353390;;;;;;
08;Kalmar;0860;Hultsfred;Rosenfors;550 599;6 358 230;550599;6358230;;;;;;
08;Kalmar;0860;Hultsfred;Silverdalen;545 043;6 377 810;545043;6377810;;;;;;
08;Kalmar;0860;Hultsfred;Vena;558 566;6 375 575;558566;6375575;;;;;;
08;Kalmar;0860;Hultsfred;Virserum;534 878;6 352 600;534878;6352600;;;;;;
08;Kalmar;0860;Hultsfred;Hultsfred;550 416;6 372 719;550416;6372719;;;;;;
08;Kalmar;0861;Mönsterås;Blomstermåla;582 786;6 314 613;582786;6314613;;;;;;
08;Kalmar;0861;Mönsterås;Fliseryd;576 101;6 331 951;576101;6331951;;;;;;
08;Kalmar;0861;Mönsterås;Oknö;591 994;6 319 095;591994;6319095;;;;;;
08;Kalmar;0861;Mönsterås;Timmernabben;587 276;6 314 953;587276;6314953;;;;;;
08;Kalmar;0861;Mönsterås;Mönsterås;587 907;6 322 750;587907;6322750;;;;;;
